Official Title,Posting Number,Department,Active Applications,Workflow State,Last Status Update,All Submitted Applications,Incomplete Applications,Close Date,Closing Date,FTE,Pay Rate
Online Adjunct Faculty--MA 107: Admin. Skills in Med. Assisting,,Online Learning Administration,0,Cancelled,"April 23, 2015 at 02:36 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--FDREL 301: Old Testament,,Online Learning Administration,0,Filled,"January 04, 2012 at 04:07 PM",1,0,Open Until Filled,,,$900 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--ID 160: Architecture Drafting and Detailing,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:20 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Computer Maintenance Management System Coordinator (Work Order System),0600544,Facilities Management,0,Filled,"December 13, 2011 at 02:56 PM",26,0,Nov 14,14.11.2011,1.0,General information available to applicants
Online Adjunct Faculty--HS 340: Introduction to Community Health,,Online Learning Administration,0,Cancelled,"April 17, 2015 at 11:47 AM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--HUM 201: Western Culture,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:31 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--GS 120: Pathway Life Skills,0602492,Online Learning Administration,0,Closed,"October 08, 2019 at 02:40 PM",67,1,Open Until Filled,,,
Online Adjunct Faculty--MATH 100B: Beginning Algebra,,Online Learning Administration,0,Cancelled,"May 08, 2015 at 02:08 PM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--ID 280: History of Furniture and Architecture,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:21 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--LR 111: Library Research Skills,0600576,Online Learning Administration,4,Filled,"September 02, 2016 at 06:31 PM",16,0,Open Until Filled,06.01.2012,,$900 per credit hour (1-credit course)
Online Adjunct Faculty--HS 131: Personal Health & Wellness,,Online Learning Administration,0,Cancelled,"April 17, 2015 at 11:45 AM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--MATH 100A: Arithmetic,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:22 PM",0,0,Open Until Filled,,,$900 per credit hour (1-credit course)
Online Adjunct Faculty--MATH 100G: Personal Finance,0601999,Online Learning Administration,0,Filled,"January 10, 2019 at 10:44 AM",12,0,Open Until Filled,,,
Online Adjunct Faculty--PH 121: Principles of Physics,0601590,Online Learning Administration,1,Filled,"September 15, 2016 at 03:54 PM",15,0,Open Until Filled,,,
Full-time Faculty - Interior Design,0600558,"Construct Mgmt, Arch, Int Des",0,Filled,"June 22, 2012 at 10:12 AM",8,1,Jan 15,15.01.2012,,Dependent on Education and Experience
Full-time Faculty - Teacher Education (ECSE),0600562,Teacher Education,0,Cancelled,"February 18, 2012 at 07:10 PM",16,0,Open Until Filled,,,Dependent on education and experience.
Online Adjunct Faculty--PHIL 110: Introduction to Philosophy,,Online Learning Administration,0,Cancelled,"February 28, 2017 at 04:37 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--POLSC 110: American Government,,Online Learning Administration,4,Filled,"April 18, 2017 at 06:48 PM",29,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Office Assistant I,,University Store,0,Filled,"August 15, 2012 at 03:08 PM",7,1,Nov 21,21.11.2011,1,
Temporary Faculty - Mathematics (Evening School),0600563,Mathematics,0,Filled,"April 27, 2012 at 10:11 AM",6,0,Open Until Filled,,,Dependent on Education and Experience
Office Assistant,,Agriculture/Life Sciences,0,Cancelled,"February 16, 2012 at 03:50 PM",0,0,Not specified,,.75,
Online Adjunct Faculty--MATH 100L: Personal Finance and English Language,0600695,Online Learning Administration,0,Cancelled,"September 14, 2012 at 01:48 PM",0,0,Open Until Filled,,,$900 per credit hour (5-credit course)
Office Assistant II,0600572,Agriculture/Life Sciences,0,Filled,"January 19, 2012 at 11:02 AM",42,2,Nov 26,26.11.2011,.75,General information available to applicants.
Sprint Services Coordinator,0600560,University Store,0,Cancelled,"September 25, 2014 at 08:25 AM",31,4,Sep 24,24.09.2014,1,General Information Available to Applicants
Office Assistant II,0600571,Performing & Visual Arts,0,Filled,"January 19, 2012 at 11:02 AM",43,0,Nov 26,26.11.2011,.83,General information available to applicants.
Full-time Faculty - Sociology,0600561,Sociology and Social Work,0,Filled,"April 27, 2012 at 09:51 AM",7,0,Open Until Filled,15.01.2012,,Dependent on education and experience.
Online Adjunct Faculty--MUSIC 101: Music and the Humanities,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:28 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Temporary Faculty - Music (Jazz),0600554,Music,0,Filled,"June 22, 2012 at 10:27 AM",8,0,Open Until Filled,,,Dependent on Education and Experience
Online Community Coordinator,,Online Learning Administration,0,Filled,"December 06, 2011 at 09:30 AM",1,0,Dec 10,10.12.2011,1,
Gallery Assistant,0600582,Art Gallery,0,Filled,"January 19, 2012 at 10:56 AM",27,1,Dec 26,26.12.2011,.50,General information available to applicants
Curriculum Designer (2 openings),0600589,Curriculum Development,0,Filled,"May 21, 2012 at 09:02 AM",20,1,Feb 02,02.02.2012,1,General salary information released to applicants.
Online Courses Coordinator,0600984,Online Learning Administration,0,Closed,"January 28, 2014 at 09:04 AM",1,0,Dec 15,15.12.2011,1,
Library Assistant II,0600580,McKay Library,0,Filled,"July 28, 2016 at 10:20 AM",49,0,Dec 14,14.12.2011,1,General information released to applicants
Technology Engineer,0600578,Information Technology,0,Filled,"May 21, 2012 at 09:03 AM",17,7,Dec 29,29.12.2011,1,General information released to applicants
"Online Scheduling Coordinator (logistic processes: contracting, rotating, & paying instructors)",0600579,Online Learning Administration,0,Filled,"February 02, 2012 at 02:57 PM",39,0,Dec 12,12.12.2011,1,General information released to applicants
Office Assistant II,,Pathway - International,0,Cancelled,"December 21, 2011 at 08:32 AM",13,0,Dec 19,19.12.2011,1,
Custodian,0600581,Custodial Services,0,Filled,"January 19, 2012 at 10:56 AM",47,1,Dec 13,13.12.2011,1,General information available to applicants
School Liaison and Training Coordinator,,Teacher Education,0,Cancelled,"January 31, 2012 at 12:40 PM",0,0,Jan 18,18.01.2012,1.0,
Student Honor Administrator,0600584,Student Honor Office,0,Filled,"May 21, 2012 at 09:01 AM",65,4,Jan 09,09.01.2012,1,General information available to applicants
Temporary Faculty - Chemistry,0600585,Chemistry,0,Filled,"June 22, 2012 at 10:22 AM",4,0,Open Until Filled,,,Dependent on Education and Experience
Full-time Faculty - Biology,0600583,Biology,0,Filled,"April 27, 2012 at 09:47 AM",17,0,Jan 15,15.01.2012,,Dependent on education and experience.
Office Assistant II,,Online Learning Administration,0,Filled,"August 15, 2012 at 03:10 PM",5,0,Dec 29,29.12.2011,1,
Full-time Faculty - Chemistry,0600588,Academic Office,0,Filled,"April 27, 2012 at 09:45 AM",1,0,Open Until Filled,,,Dependent on Education and Experience
Transcription Specialist,,Academic Learning,0,Filled,"June 20, 2013 at 02:57 PM",1,0,Dec 10,10.12.2011,1,
Online Adjunct Faculty: Interest List,0600577,Online Learning Administration,766,Closed,"May 23, 2013 at 09:52 AM",846,8,Open Until Filled,,,
Office Assistant II,0600586,Pathway - International,0,Filled,"May 21, 2012 at 09:02 AM",50,1,Jan 05,05.01.2012,1,General information available to applicants.
Technology Support Specialist,0600593,Academic Technology Services,0,Cancelled,"February 02, 2012 at 11:46 AM",0,0,Feb 16,16.02.2012,1,
Technology Support Specialist,0600594,Academic Technology Services,0,Filled,"May 21, 2012 at 09:01 AM",19,1,Feb 16,16.02.2012,1,General information available to applicants.
Office Assistant II,0600598,Continuing Education,0,Filled,"March 02, 2012 at 08:25 AM",17,0,Feb 15,15.02.2012,1,General information available to applicants.
Office Assistant I,,"Construct Mgmt, Arch, Int Des",0,Filled,"August 15, 2012 at 03:08 PM",0,0,Not specified,,.5,
Full-time Faculty - Teacher Education (Special Education),0600596,Teacher Education,0,Filled,"April 04, 2012 at 01:42 PM",13,1,Mar 01,01.03.2012,,Dependent on Education and Experience
Admissions Coordinator,0600591,Admissions,0,Filled,"May 21, 2012 at 09:01 AM",80,1,Feb 13,13.02.2012,1,General information available to applicants.
Buyer,0600587,Purchasing & Travel,0,Filled,"May 21, 2012 at 09:02 AM",44,4,Jan 19,19.01.2012,1,General salary information available to applicants.
Full-time Faculty - Teacher Education (SecEd),0600595,Teacher Education,0,Filled,"June 22, 2012 at 10:15 AM",39,3,Mar 01,01.03.2012,,Dependent on Education and Experience
Security Officer,0600597,University Security & Safety,0,Filled,"May 21, 2012 at 08:21 AM",31,0,Feb 20,20.02.2012,.75,General information available to applicants.
Online Adjunct Faculty--FDMAT 108: Math for the Real World,0600693,Online Learning Administration,0,Filled,"October 27, 2015 at 02:02 PM",43,2,Open Until Filled,01.11.2012,,$900 per credit hour (3-credit course)
School Liaison and Training Coordinator,0600592,Teacher Education,0,Filled,"May 29, 2012 at 02:00 PM",24,5,Feb 20,20.02.2012,1,General information available to applicants.
Office Assistant II,0600599,Teacher Education,0,Filled,"May 21, 2012 at 09:01 AM",24,2,Feb 15,15.02.2012,1.0,General information available to applicants.
Full-time Faculty - Academic Support (Teach and Writing Center Assistant Director),0600590,Academic Office,0,Filled,"June 22, 2012 at 10:04 AM",15,0,Mar 07,07.03.2012,,Dependent on education and experience.
Online Adjunct Faculty--FDMAT 110: College Algebra,,Online Learning Administration,3,Cancelled,"May 04, 2015 at 05:36 PM",9,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--B 250: Web Business I,,Online Learning Administration,0,Filled,"March 21, 2017 at 12:11 PM",29,1,Open Until Filled,,,
Online Adjunct Faculty--ED 312: Culture and Diversity,,Online Learning Administration,0,Cancelled,"August 31, 2016 at 02:52 PM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--CS 124: Intro to Software Development,,Online Learning Administration,0,Filled,"November 30, 2012 at 05:10 PM",4,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--LR 111: Library Research Skills,,Online Learning Administration,0,Cancelled,"October 22, 2015 at 12:01 PM",0,0,Open Until Filled,,,$900 per credit hour (1-credit course)
Online Adjunct Faculty--FDENG 101: Writing Foundations,,Online Learning Administration,0,Filled,"September 27, 2012 at 06:57 PM",22,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--LANG 410: Civilization & Culture,0600632,Online Learning Administration,0,Closed,"June 21, 2012 at 05:40 PM",10,1,Open Until Filled,20.06.2012,,$900 per credit hour (3-credit course)
Lighting Designer,0600605,A/V Production Services,0,Filled,"April 17, 2012 at 04:23 PM",4,0,Open Until Filled,,1,General information available to applicants.
Online Adjunct Faculty--GS 106: Basic Writing,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:34 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Temporary Faculty - Art,0600606,Art,0,Filled,"June 22, 2012 at 10:18 AM",9,0,Open Until Filled,,,Dependent on Education and Experience
Temporary Faculty - Theatre and Dance,0600608,Theatre & Dance,0,Filled,"June 22, 2012 at 10:20 AM",6,0,Open Until Filled,,,Dependent on Education and Experience
Pathway Support Coordinator,0600607,Online Degrees & Services,0,Filled,"May 21, 2012 at 08:20 AM",45,6,Mar 05,05.03.2012,1,Salary available to applicants.
Temporary Faculty - Foreign Languages (Chinese),0600604,Languages & International Studies,0,Filled,"June 22, 2012 at 10:28 AM",3,0,Open Until Filled,,,Dependent on Education and Experience
"Temporary Faculty - Health, Recreation, and Human Performance",0600609,Academic Office,0,Filled,"April 27, 2012 at 10:06 AM",3,0,Open Until Filled,,,Dependent on Education and Experience
Temporary Faculty - Religious Education,0600603,Religious Education,0,Filled,"June 22, 2012 at 10:28 AM",13,0,Open Until Filled,,,Dependent on Education and Experience
Temporary Faculty - Animal and Food Science (Meat Science),0600601,Animal & Food Sciences,0,Filled,"June 22, 2012 at 10:17 AM",3,0,Open Until Filled,,,Dependent on Education and Experience
Online Testing Assistant,,Testing Center,0,Cancelled,"March 06, 2012 at 04:11 PM",0,0,Not specified,,1,
Temporary Faculty - Business Management,0600612,Management,0,Filled,"June 22, 2012 at 10:19 AM",13,2,Open Until Filled,,,Dependent on Education and Experience
Pathway Manager,0600613,Pathway - International,0,Filled,"May 21, 2012 at 08:17 AM",89,8,Mar 14,14.03.2012,1,General information available to applicants.
Systems Coordinator,,Online Learning Administration,0,Cancelled,"March 16, 2012 at 02:06 PM",0,0,Apr 07,07.04.2012,1,General information available to applicants.
Recruiting Coordinator,,Online Learning Administration,0,Cancelled,"March 16, 2012 at 02:02 PM",0,0,Apr 07,07.04.2012,1,General information available to applicants.
Online Career and Academic Counselor,0601360,Academic Discovery Center,0,Closed,"December 04, 2014 at 08:08 AM",0,0,Not specified,,,
Temporary Faculty - Nursing,0600600,Nursing,0,Filled,"June 22, 2012 at 10:28 AM",7,0,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--FDREL 261: Introduction to LDS Family History,,Online Learning Administration,0,Filled,"December 13, 2016 at 05:39 PM",12,0,Open Until Filled,,,
Testing Assistant,0600615,Testing Center,0,Filled,"May 21, 2012 at 08:20 AM",37,0,Mar 10,10.03.2012,1,General information available to applicants.
Auxiliary Services Marketing Coordinator,0600611,University Relations,0,Filled,"May 21, 2012 at 08:19 AM",23,2,Mar 10,10.03.2012,1,General information available to applicants.
Faculty & Public Service Librarian,0600637,McKay Library,0,Filled,"May 25, 2012 at 08:16 AM",20,2,Apr 14,14.04.2012,1,General information available to applicants.
Recruiting Coordinator,0600634,Online Learning Administration,0,Filled,"July 13, 2012 at 03:45 PM",31,3,Apr 07,07.04.2012,1,General information available to applicants.
Temporary Faculty - Music (Tuba),0600616,Music,1,Filled,"April 27, 2012 at 10:12 AM",2,0,Open Until Filled,,,Dependent on Education and Experience
Temporary Faculty - Political Science,0600602,History/Geography/Poli Science,0,Filled,"June 22, 2012 at 10:23 AM",6,0,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--GS 103C: Thinking Skills,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:22 PM",0,0,Open Until Filled,,,$900 per credit hour (0.5-credit course)
Adjunct Faculty - Computer Information Technology,,Computer Information Technology,0,Filled,"April 29, 2013 at 12:26 PM",5,0,Open Until Filled,,,Dependent on Education and Experience
Full-time Faculty - Communication,0600614,Communication,0,Filled,"June 22, 2012 at 10:10 AM",12,0,Mar 27,27.03.2012,,Dependent on Education and Experience
Temporary Faculty - Teacher Education,0600640,Teacher Education,0,Filled,"June 22, 2012 at 10:29 AM",2,1,Open Until Filled,,,Dependent on Education and Experience
Online Programs Coordinator,0601596,Online Degrees & Services,0,Cancelled,"November 13, 2017 at 01:25 PM",0,0,Not specified,,1,
Systems Coordinator,0601361,Online Learning Administration,0,Cancelled,"November 13, 2017 at 01:25 PM",0,0,May 07,07.05.2012,1,General information available to applicants.
Curriculum Designer,0600641,Online Learning Administration,0,Filled,"July 11, 2012 at 09:14 AM",19,1,May 21,21.05.2012,1,General information available to applicants.
Vehicle Mechanic,0600646,Fleet Services,0,Filled,"June 12, 2012 at 09:39 AM",11,0,May 21,21.05.2012,1.0,General information available to applicants.
Temporary Faculty - Teacher Education (Elementary Education),0600610,Teacher Education,0,Filled,"June 22, 2012 at 10:28 AM",12,1,Mar 01,01.03.2012,,Dependent on Education and Experience
Systems Coordinator,0600635,Online Learning Administration,0,Filled,"May 21, 2012 at 08:13 AM",20,1,Apr 07,07.04.2012,1,General information available to applicants.
Alumni Marketing Coordinator,0600617,Alumni,0,Filled,"May 21, 2012 at 08:15 AM",23,2,Mar 20,20.03.2012,1,General information available to applicants.
Online Delivery Specialist,0600636,Online Learning Administration,0,Filled,"May 21, 2012 at 08:14 AM",19,2,Apr 02,02.04.2012,1,General information available to applicants.
Technology Engineer,0600647,Information Technology,0,Cancelled,"May 25, 2012 at 10:24 AM",9,1,May 15,15.05.2012,1,General information available to applicants.
Reference & Primary Source Librarian,0600638,McKay Library,0,Filled,"May 25, 2012 at 08:18 AM",24,0,Apr 14,14.04.2012,1,General information available to applicants.
Adjunct Faculty - Humanities & Philosophy,0600648,Humanities & Philosophy,0,Cancelled,"May 04, 2012 at 01:34 PM",0,0,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--MATH 100L: Personal Finance and English Language,0600629,Online Learning Administration,0,Filled,"September 14, 2012 at 02:09 PM",43,1,Open Until Filled,,,$900 per credit hour (5-credit course)
Adjunct Faculty - Humanities & Philosophy,0600650,Academic Office,0,Filled,"September 22, 2012 at 09:40 AM",5,0,Open Until Filled,,,Dependent on Education and Experience
Full-time Faculty - Chemistry (Physical & Analytical Chemistry),0600652,Chemistry,0,Filled,"August 28, 2012 at 01:26 PM",7,0,Jul 31,31.07.2012,,Dependent on Education and Experience
Evening Adjunct Faculty - Mathematics,0600655,Continuing Education,0,Filled,"September 22, 2012 at 09:40 AM",4,0,Open Until Filled,,,Dependent on Education and Experience
Technology Engineer,0600654,Information Technology,0,Filled,"January 04, 2013 at 10:05 AM",17,2,Jun 16,16.06.2012,1,General information available to applicants.
Sound Engineer/Teleprompter Technician,0600657,A/V Production Services,0,Filled,"July 31, 2012 at 05:23 PM",11,0,Jun 28,28.06.2012,1,General information available to applicant inquiries.
Assistant Campus Architect,0600656,Facilities Management,0,Filled,"August 27, 2012 at 12:12 PM",15,2,Jun 26,26.06.2012,1,General information available to applicants.
Pathway Support Specialist,,Online Degrees & Services,0,Filled,"December 13, 2012 at 03:54 PM",20,2,Jun 02,02.06.2012,1.0,General information available to applicants.
Adjunct Faculty - Mathematics,,Academic Office,0,Cancelled,"June 12, 2012 at 11:57 AM",0,0,Open Until Filled,,,Dependent on Education and Experience
Temporary Faculty - Physics,0600658,Physics,0,Cancelled,"November 24, 2012 at 08:15 AM",4,0,Open Until Filled,11.07.2012,,Dependent on Education and Experience
Pathway Manager,0601181,Pathway - International,0,Filled,"November 10, 2017 at 11:50 AM",24,1,Open Until Filled,,1,General information available to applicants.
Adjunct Faculty - Humanities & Philosophy,0600649,Humanities & Philosophy,0,Cancelled,"May 04, 2012 at 01:43 PM",0,0,Open Until Filled,,,Dependent on Education and Experience
Curriculum Designer (Remote),,Curriculum Development,0,Cancelled,"April 23, 2012 at 01:53 PM",0,0,Not specified,,.50,
Temporary Faculty - Psychology,0600659,Psychology,0,Filled,"October 22, 2012 at 05:08 PM",2,0,Jul 11,11.07.2012,,Dependent on Education and Experience
Office Assistant I,0600664,Horticulture,0,Filled,"August 07, 2012 at 12:31 PM",30,0,Jul 09,09.07.2012,.75,General information available to applicants.
Boiler Operator,0600645,HVAC Shop,0,Filled,"August 01, 2012 at 11:07 AM",14,0,May 16,16.05.2012,1,General information available to applicants.
Carpenter,0600651,Structural Shop,0,Filled,"May 29, 2012 at 04:38 PM",13,0,May 22,22.05.2012,1,General information available to applicants
Creative Services Manager,0600653,University Communications,0,Filled,"July 16, 2012 at 11:12 AM",29,1,Jun 08,08.06.2012,1,General information available to applicants.
Academic Discovery Center Specialist (1 year hire),,Academic Discovery Center,0,Cancelled,"July 05, 2012 at 01:32 PM",0,0,Jul 11,11.07.2012,1 yr,General information available to applicants.
Curriculum Designer (PT off-campus position),0600642,Online Learning Administration,0,Filled,"July 11, 2012 at 09:15 AM",7,0,May 21,21.05.2012,.50,General information available to applicants.
Office Assistant III,,Facilities Management,0,Filled,"October 04, 2012 at 04:18 PM",26,0,Jun 25,25.06.2012,1,
Adjunct Faculty - Humanities & Philosophy,0600665,Humanities & Philosophy,0,Cancelled,"July 03, 2012 at 03:53 PM",0,0,Open Until Filled,,,Dependent on Education and Experience
Office Assistant II,,University Relations,0,Filled,"June 25, 2012 at 09:47 AM",3,0,Jun 20,20.06.2012,1,General information available to applicants.
Payroll Accountant,0600660,Financial Services,0,Filled,"August 01, 2012 at 02:13 PM",14,1,Jul 03,03.07.2012,1.0,General information available to applicants.
Temporary Faculty - Teacher Education (ECSE),0600663,Teacher Education,0,Filled,"November 24, 2012 at 08:17 AM",2,0,Open Until Filled,,,Dependent on Education and Experience
Adjunct Faculty - Humanities & Philosophy,,Humanities & Philosophy,0,Filled,"April 29, 2013 at 12:30 PM",0,0,Open Until Filled,,,Dependent on Education and Experience
Temporary Faculty - Teacher Education,0600662,Teacher Education,0,Filled,"November 24, 2012 at 08:17 AM",9,0,Jul 11,11.07.2012,,Dependent on Education and Experience
Bakery Supervisor,0600666,University Food Services,0,Filled,"September 14, 2012 at 09:29 AM",8,0,Jul 19,19.07.2012,1,General information available to applicants.
Facilities Service Center Representative,0600667,Facilities Management,0,Filled,"September 05, 2012 at 10:41 AM",44,6,Jul 24,24.07.2012,1,General information available to applicants.
Online Adjunct Faculty--FAML 430: Family & Community Relationships,,Online Learning Administration,1,Filled,"April 29, 2015 at 04:22 PM",5,0,Open Until Filled,,,$900 per credit hour (3-credit course)
HVAC Facilities Technician,0600669,HVAC Shop,0,Filled,"August 27, 2012 at 12:02 PM",9,0,Jul 28,28.07.2012,1.0,General information available to applicants.
Curriculum Designer (2 openings),0600672,Curriculum Development,0,Filled,"September 11, 2012 at 02:28 PM",21,0,Aug 01,01.08.2012,1,General salary information released to applicants.
Carpenter,0600673,Facilities Service Center,0,Filled,"August 15, 2012 at 03:11 PM",37,0,Jul 25,25.07.2012,1,General information available to applicants.
Financial Aid Advisor,0600674,Student Financial Aid ,0,Filled,"September 05, 2012 at 10:41 AM",46,5,Aug 06,06.08.2012,1.0,General information released to applicant inquiries.
Full-time Faculty - Religious Education,0600676,Religious Education,0,Filled,"February 28, 2013 at 07:47 AM",43,5,Sep 23,23.09.2012,,Dependent on education and experience. Disclosed at interview time.
Career & Academic Advisor (2 openings; College of Agriculture & Life Sciences),0600675,Academic Discovery Center,0,Filled,"November 07, 2012 at 08:32 AM",58,8,Aug 06,06.08.2012,1,General information released to applicants.
Cook,0600679,University Food Services,0,Cancelled,"November 09, 2012 at 11:35 AM",14,0,Aug 15,15.08.2012,1,General salary information available to applicants
Instructional Media Developer,0600671,Curriculum Development,0,Filled,"August 31, 2012 at 01:07 PM",10,0,Aug 01,01.08.2012,1,General information available to applicants upon inquiry.
Academic Discovery Center Specialist (1 year hire; benefit eligible),0600668,Academic Discovery Center,0,Filled,"September 14, 2012 at 09:31 AM",41,5,Jul 24,24.07.2012,1,General information available to applicants.
Online Adjunct Faculty--CHILD 310: Early Childhood Development,,Online Learning Administration,0,Filled,"April 30, 2015 at 01:55 PM",30,1,Open Until Filled,,,
Salad Preparer,0600681,University Food Services,0,Filled,"November 07, 2012 at 08:31 AM",12,0,Aug 25,25.08.2012,.60,General information available to applicants
Biology Lab Technician,0600678,Biology,0,Filled,"November 07, 2012 at 08:30 AM",11,1,Aug 29,29.08.2012,.60,General information available to applicants
Online Adjunct Faculty--FHGEN 130: Paleography,0600687,Online Learning Administration,0,Filled,"August 09, 2013 at 12:56 PM",4,0,Open Until Filled,01.11.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--FHGEN 160: Family and the Law,0600689,Online Learning Administration,0,Filled,"September 15, 2016 at 04:59 PM",5,0,Open Until Filled,01.11.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--CS 308: Technical Communication,0600685,Online Learning Administration,0,Filled,"November 30, 2012 at 02:34 PM",25,2,Open Until Filled,01.11.2012,,$900 per credit hour (2-credit course)
Office/Lab Assistant,,Geology,0,Filled,"September 11, 2012 at 10:09 AM",15,0,Aug 31,31.08.2012,.83,General information available to applicants
Librarian,0600696,McKay Library,0,Filled,"November 07, 2012 at 08:28 AM",10,1,Oct 01,01.10.2012,1,General information available to applicants.
Groundskeeper,0600694,Grounds,0,Filled,"November 07, 2012 at 08:28 AM",37,2,Sep 24,24.09.2012,1,Released to applicants upon inquiry.
Online Adjunct Faculty--MATH 100L: Personal Finance and English Language,0602139,Online Learning Administration,0,Cancelled,"February 07, 2018 at 01:47 PM",62,1,Open Until Filled,,,
Temporary (1 Year) Faculty - Mathematics,0600692,Mathematics,0,Cancelled,"November 24, 2012 at 08:13 AM",4,1,Open Until Filled,30.09.2012,,Dependent on Education and Experience
Online Adjunct Faculty--ART 230: Typography,,Online Learning Administration,0,Filled,"February 28, 2017 at 05:18 PM",15,1,Open Until Filled,,,
Online Adjunct Faculty--FHGEN 120: Internet and Computer Skills,0600688,Online Learning Administration,0,Filled,"November 30, 2012 at 02:31 PM",23,0,Open Until Filled,01.11.2012,,$900 per credit hour (3-credit course)
"Online Adjunct Faculty--FHGEN 112: Intro to Family History Research 2, Analysis of Research Evidence",0600686,Online Learning Administration,0,Filled,"May 06, 2016 at 02:11 PM",14,0,Open Until Filled,24.01.2014,,
Office Assistant II,0601362,Information Technology,0,Closed,"December 04, 2014 at 08:10 AM",0,0,Oct 12,12.10.2011,1,
Temporary (1 year) Full-time Faculty - Automotive Technology,0600697,Automotive Technology,0,Filled,"February 28, 2013 at 07:45 AM",2,0,Sep 30,30.09.2012,,Dependent on Education and Experience
Marketing and Events Coordinator,0600742,Academic Discovery Center,0,Filled,"January 16, 2013 at 04:12 PM",14,2,Nov 10,10.11.2012,1,General information available to applicants.
Full-time Faculty - Applied Plant Science (Soil Science & Agronomy),0600705,Applied Plant Science,0,Filled,"April 11, 2013 at 02:16 PM",9,0,Dec 02,02.12.2012,,Dependent on education and experience.
Degree Audit Specialist,0601599,Student Records & Registration,11,Closed,"October 07, 2015 at 12:59 PM",11,0,Not specified,,1,Released to applicant inquiries.
Temporary (1 Year) Faculty - American Foundations,0600677,Foundations & Interdisciplinary Studies,0,Filled,"February 28, 2013 at 07:47 AM",17,1,Sep 23,23.09.2012,,Dependent on Education and Experience
Office Assistant II,0600670,"Construct Mgmt, Arch, Int Des",0,Filled,"August 07, 2012 at 11:57 AM",50,4,Jul 21,21.07.2012,.96,General information available to applicants.
Full-time Faculty - Psychology,0600721,Psychology,0,Filled,"June 28, 2013 at 08:31 PM",8,0,Dec 02,02.12.2012,,Dependent on education and experience.
Full-time Faculty - Political Science,0600720,History/Geography/Poli Science,0,Filled,"June 28, 2013 at 08:29 PM",27,1,Dec 02,02.12.2012,,Dependent on education and experience.
Human Resources Specialist,,Human Resources,0,Filled,"September 05, 2012 at 10:40 AM",13,0,Aug 20,20.08.2012,1.0,General information available to applicants
Full-time Faculty - Economics,0600709,Economics,0,Filled,"April 19, 2013 at 05:02 PM",23,0,Dec 02,02.12.2012,,Dependent on education and experience.
Temporary (1 Year) Faculty - Construction Management,0600701,Design and Construction Management,0,Cancelled,"November 24, 2012 at 08:11 AM",2,0,Sep 30,30.09.2012,,Dependent on Education and Experience
Temporary (1 Year) Full-time Faculty - English,0600699,English,0,Cancelled,"November 24, 2012 at 08:15 AM",5,0,Sep 30,30.09.2012,,Dependent on Education and Experience
Degree Audit Coordinator,0600691,Student Records & Registration,0,Filled,"November 07, 2012 at 08:29 AM",67,2,Sep 03,03.09.2012,1,Available to applicants.
Online Adjunct Faculty--FDENG 101: Writing Foundations,,Online Learning Administration,2,Filled,"April 18, 2017 at 03:15 PM",84,1,Open Until Filled,,,
Office Assistant,0600702,Academic Discovery Center,0,Filled,"January 02, 2013 at 12:19 PM",38,4,Oct 13,13.10.2012,1,General information available to applicants.
Event Coordinator,0601363,Events Management,0,Closed,"December 04, 2014 at 08:13 AM",0,0,Oct 16,16.10.2012,1,General information available to applicants.
Online Adjunct Faculty--NURS 316: Professional Seminar (BSN),0600690,Online Learning Administration,1,Filled,"September 02, 2016 at 05:08 PM",16,0,Open Until Filled,04.10.2012,,$900 per credit hour (2-credit course)
